max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
4,4,426970138,6,2,15,23907,3,30,9,7,90224779,135,7311.0
1,5,943579937,2,3,10,81882,10,4,32,2,47236060,135,7311.0
2,1,162760130,6,5,3,104979,4,17,10,4,97936096,135,7311.0
7,7,178342628,5,2,15,27033,16,9,12,7,98118168,135,7311.0
4,4,925455896,6,2,13,6151,10,15,15,3,133872580,135,7311.0
6,5,832699537,6,2,8,55655,15,32,15,8,110034189,135,7311.0
7,5,1004327358,3,4,2,120673,7,7,15,4,91252726,135,7311.0
3,5,791443769,2,5,3,89358,6,7,23,1,42545078,135,7311.0
2,4,1030427281,5,2,8,100802,3,14,25,6,110898245,135,7311.0
5,1,1071597134,4,4,14,6460,12,9,15,8,85066660,135,7311.0
8,2,736797427,7,3,11,23839,5,22,25,7,99759778,135,7311.0
5,1,719642898,5,1,10,85804,2,7,19,7,36322306,135,7311.0
4,1,1043235743,3,3,6,80773,14,15,15,2,67320082,135,7311.0
7,6,433848604,8,3,9,31040,10,27,28,8,39089190,135,7311.0
4,2,525525405,3,1,6,36966,13,32,17,3,89881991,135,7311.0
4,5,183966821,5,5,5,15459,2,12,31,2,99283599,135,7311.0
4,6,182757776,5,2,13,98595,8,3,7,5,90653393,135,7311.0
2,8,217866203,6,2,14,59496,12,17,22,6,37891734,135,7311.0
5,1,306878985,4,5,13,73955,11,24,11,1,51539482,135,7311.0
2,3,15544150,3,3,10,118130,13,11,9,7,89905561,135,7311.0
6,2,372015824,8,4,6,9159,6,6,22,3,88870592,135,7311.0
7,1,522651707,3,1,3,109333,3,6,20,6,115141708,135,7311.0
7,6,709881315,2,1,8,86863,13,31,26,6,131947668,135,7311.0
2,3,204905457,6,5,9,101074,7,22,18,7,46203369,135,7311.0
2,1,440168115,6,5,6,62993,15,31,30,2,131080757,135,7311.0
7,1,410886775,2,2,6,66016,12,11,19,6,67573767,135,7311.0
3,8,643664520,6,5,7,26616,6,32,6,7,114604289,135,7311.0
1,7,197713808,8,4,2,6007,9,20,29,2,118986741,135,7311.0
7,5,856397174,8,2,10,110008,7,16,18,3,66312193,135,7311.0
6,5,376742119,7,4,8,114389,7,18,28,3,73623675,135,7311.0
3,1,434041025,2,4,3,56695,16,6,31,5,120251309,135,7311.0
6,3,618819531,2,4,8,47223,5,29,26,5,55286348,135,7311.0
5,3,566527966,2,4,2,29977,15,15,6,4,115894016,135,7311.0
5,6,65541870,7,5,6,6484,14,3,9,7,76869361,135,7311.0
4,4,352879719,8,5,6,17095,15,6,12,6,116928874,135,7311.0
8,3,513926510,6,2,9,70473,5,21,14,4,97102283,135,7311.0
5,3,759460923,2,4,16,92945,14,23,23,3,74068537,135,7311.0
4,7,1026191796,2,4,6,102800,3,8,20,7,98507693,135,7311.0
8,3,179735090,6,2,8,113644,15,15,18,1,81591436,135,7311.0
6,1,1001169031,8,1,9,56290,11,27,30,1,98649136,135,7311.0
4,3,772288626,5,4,10,98601,11,27,28,4,54779165,135,7311.0
3,2,324465952,5,4,14,101998,3,31,10,8,133528983,135,7311.0
6,5,704796450,6,4,16,121031,10,22,15,6,90299485,135,7311.0
4,4,816532842,6,2,9,77808,15,3,30,6,121745454,135,7311.0
1,3,595650428,2,4,14,110523,9,15,6,3,34267671,135,7311.0
7,8,92068766,6,3,9,115911,3,30,27,3,43754336,135,7311.0
1,6,853745313,4,2,10,119518,15,12,7,3,123039998,135,7311.0
8,8,695541227,6,2,8,54444,6,27,5,2,90633707,135,7311.0
5,3,320599189,4,2,6,110176,2,20,12,5,76322116,135,7311.0
8,8,750833890,8,1,6,55042,4,4,7,2,67605655,135,7311.0
6,8,293883014,5,5,4,41709,2,10,9,3,60899992,135,7311.0
7,5,933327763,6,4,13,18620,3,30,5,3,87875638,135,7311.0
5,7,349521450,5,1,3,67435,7,27,22,8,47697521,135,7311.0
4,5,102630438,6,5,11,28243,4,19,21,8,44759391,135,7311.0
8,5,897424209,3,4,8,38992,11,25,14,4,113823972,135,7311.0
2,5,523762723,3,4,10,97332,4,4,4,2,35123772,135,7311.0
1,4,716524996,8,3,7,78635,6,23,20,7,79571287,135,7311.0
2,3,221288005,2,1,7,120412,3,22,8,5,106816120,135,7311.0
8,6,1045680123,8,4,8,24227,11,13,17,2,53739648,135,7311.0
3,2,714986188,8,1,14,97775,4,14,22,4,99684193,135,7311.0
5,5,474599742,8,2,6,13273,3,23,18,7,113365070,135,7311.0
1,2,1007499274,7,2,13,35519,10,12,2,1,121182768,135,7311.0
1,6,418784173,5,2,13,51479,14,13,21,6,51868929,135,7311.0
6,8,1004394286,6,5,15,102366,13,31,16,2,123443600,135,7311.0
1,3,1072897015,5,4,10,55771,7,3,4,7,47734676,135,7311.0
7,1,1028077912,6,2,9,46630,8,25,5,7,85051241,135,7311.0
3,6,790330092,8,3,8,85757,14,9,9,8,131979178,135,7311.0
1,4,695411372,7,4,9,56426,6,7,20,3,123375627,135,7311.0
1,2,464556094,6,5,16,103694,4,4,29,7,90178749,135,7311.0
2,2,833774126,5,2,6,87907,10,4,31,6,65751665,135,7311.0
5,7,200852944,5,5,10,92424,2,21,15,4,101883603,135,7311.0
3,3,441960656,5,4,6,76429,8,3,4,6,68856915,135,7311.0
1,4,128259431,5,3,2,92410,4,16,6,6,59184243,135,7311.0
5,4,967593271,8,2,8,107839,11,30,24,5,72512061,135,7311.0
5,5,14873043,6,5,14,110127,16,9,15,1,61637575,135,7311.0
5,6,594960040,7,4,6,49836,15,30,16,4,116796649,135,7311.0
6,3,910270430,8,1,2,54338,9,12,9,1,47384752,135,7311.0
5,2,917831344,4,4,14,127072,6,25,3,3,85838689,135,7311.0
3,3,959543740,3,1,4,30698,14,14,28,8,97369162,135,7311.0
2,2,856679484,3,1,10,112112,10,11,21,1,33681496,135,7311.0
5,5,76027985,2,5,12,52516,8,7,13,1,109606581,135,7311.0
3,2,64243897,8,2,8,114531,8,8,27,3,88378247,135,7311.0
5,4,464953354,5,3,6,51649,9,32,18,8,52639573,135,7311.0
6,3,1011100381,5,2,3,72871,16,13,15,1,117718781,135,7311.0
5,3,302175563,4,4,10,46565,11,28,9,7,108084080,135,7311.0
8,2,913416808,6,3,15,99342,11,5,29,3,77243385,135,7311.0
4,3,198674606,4,4,11,44442,5,24,13,6,107232545,135,7311.0
5,1,838595079,3,3,9,125925,5,10,25,6,47138220,135,7311.0
3,4,1060367777,7,3,11,5283,2,7,31,6,108921669,135,7311.0
2,1,251234467,6,1,13,125239,8,2,13,4,99764295,135,7311.0
1,2,760043139,3,4,5,90709,2,15,18,2,56509783,135,7311.0
4,7,808761327,6,5,6,64610,11,14,6,5,36901260,135,7311.0
2,5,903447947,4,2,12,24300,4,29,18,4,51848734,135,7311.0
1,4,86848190,5,5,8,75064,7,18,5,7,117234900,135,7311.0
5,1,173542075,6,3,9,94012,4,26,23,6,118511234,135,7311.0
3,1,907553613,5,1,2,99659,16,12,14,3,57841177,135,7311.0
8,8,806102728,7,2,13,17454,2,10,14,1,93938884,135,7311.0
5,7,703693340,3,5,14,22032,8,19,18,8,101822574,135,7311.0
7,5,317268919,3,4,9,108808,8,2,11,2,113983246,135,7311.0
8,8,967723835,2,4,7,31580,16,5,28,3,126046476,135,7311.0
2,3,1071885779,5,4,9,31583,7,7,28,5,100458108,135,7311.0
5,3,6263926,8,2,10,40000,2,29,23,6,114738207,135,7311.0
4,8,431912559,7,4,9,98311,2,10,26,7,72842640,135,7311.0
2,2,66936365,5,2,10,34335,14,32,27,2,125497222,135,7311.0
8,4,720239085,7,1,4,105745,2,29,6,1,50498249,135,7311.0
8,4,818708203,5,2,6,22724,10,8,22,3,80331622,135,7311.0
5,8,409583071,2,2,10,12091,4,8,15,6,82525287,135,7311.0
8,2,821738158,4,3,11,120513,11,8,28,3,54913413,135,7311.0
5,6,104766600,7,3,15,13493,5,16,22,8,114957325,135,7311.0
3,7,337231980,6,2,15,39770,15,9,30,5,76263965,135,7311.0
3,1,699483021,5,2,3,102612,6,17,13,2,96744201,135,7311.0
4,2,686825381,7,1,2,83133,6,7,7,1,64726238,135,7311.0
7,3,944910700,7,2,8,25198,4,13,31,1,118935146,135,7311.0
4,7,604453575,4,3,6,116252,14,19,19,6,116888269,135,7311.0
2,5,946087551,6,5,4,24604,10,13,5,7,72926720,135,7311.0
7,2,1051916393,3,3,8,110810,16,6,4,2,86456483,135,7311.0
1,4,833486435,8,5,15,110828,10,25,23,1,123977774,135,7311.0
6,7,306431471,6,3,14,108546,6,15,32,7,41143757,135,7311.0
7,8,69201694,3,4,13,83088,11,26,23,7,91960659,135,7311.0
5,2,15943483,3,2,12,42000,5,17,31,6,113332030,135,7311.0
8,6,703849784,4,3,7,123748,9,29,13,1,54477523,135,7311.0
6,7,788595357,2,5,3,16498,16,4,7,3,60030263,135,7311.0
3,5,344398420,3,1,9,82499,5,3,15,4,126471663,135,7311.0
7,1,747844453,6,3,16,72201,7,16,10,1,133953188,135,7311.0
4,5,334938243,3,5,15,92768,2,16,31,5,102191625,135,7311.0
7,4,249732973,4,1,2,117686,4,11,29,6,94242022,135,7311.0
2,6,218844801,8,3,2,66490,11,14,13,6,36689257,135,7311.0
1,3,968976284,2,5,4,118320,6,24,26,4,51527131,135,7311.0
3,4,438722082,2,5,13,7044,9,6,16,3,62136943,135,7311.0
3,4,1056245564,2,5,13,16878,9,26,30,2,59692946,135,7311.0
4,3,676835694,7,2,13,68796,3,13,31,8,124325621,135,7311.0
2,3,251012165,4,4,12,37021,8,30,11,4,62540544,135,7311.0
4,5,971226956,6,5,12,24943,10,27,23,7,123591807,135,7311.0
5,6,141065165,4,5,15,53055,16,32,20,7,133360318,135,7311.0
3,4,43076786,2,4,15,9911,15,24,15,5,91063001,135,7311.0
7,4,711061630,2,3,10,39565,15,13,32,7,109150627,135,7311.0
1,6,161902688,8,2,9,116940,2,24,23,3,120318529,135,7311.0
3,3,720832619,4,2,14,6233,15,4,20,2,58241906,135,7311.0
3,8,205223377,5,3,12,92947,5,9,25,3,85921421,135,7311.0
6,2,75297549,2,1,10,118969,11,14,7,1,86649195,135,7311.0
3,8,306641627,6,1,14,71508,6,25,28,8,106074682,135,7311.0
7,6,477900449,3,3,11,102058,8,25,23,5,53207918,135,7311.0
8,3,710575430,2,1,12,31622,9,2,32,2,87565788,135,7311.0
5,8,424002552,4,4,10,65494,15,22,19,8,68579299,135,7311.0
